ProductCode,Product Description
0505,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of fe"
050510,- Feathers of a kind used for stuffing; down
050590,- Other
0506,"Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinised; powder and waste of these products."
050610,- Ossein and bones treated with acid
050690,- Other
0507,"Ivory, tortoise-shell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products."
050710,- Ivory; ivory powder and waste
050790,- Other
0508,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof."
050800,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof."
0509,(-2006) Natural sponges of animal origin
050900,(-2006)  Natural sponges of animal origin.
0510,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved."
051000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved."
0511,"Animal products not elsewhere specified or included; dead animals of Chapter 1 or 3, unfit for human consumption."
051110,- Bovine semen
051191,"-- Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3"
051199,-- Other
06,"LIVE TREES AND OTHER PLANTS; BULBS, ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE"
0601,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower; chicory plants and roots other than roots of heading 12.12."
060110,"- Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant"
060120,"- Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots"
0602,"Other live plants (including their roots), cuttings and slips; mushroom spawn."
060210,- Unrooted cuttings and slips
060220,"- Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts"
060230,"- Rhododendrons and azaleas, grafted or not"
060240,"- Roses, grafted or not"
060290,(1996-) - Other
060291,(-1995) Mushroom spawn
060299,(-1995) Other
0603,"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared."
060310,(-2006)  - Fresh
060311,(2007-) -- Roses
060312,(2007-) -- Carnations
060313,(2007-) -- Orchids
060314,(2007-) -- Chrysanthemums
060315,(2012-) -- Lilies (Lilium spp.)
060319,(2007-) -- Other
060390,- Other
0604,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared."
060410,(-2011) - Mosses and lichens
060420,(2012-) - Fresh
060490,(2012-) - Other
060491,(-2011) -- Fresh
060499,(-2011) -- Other
07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS
0701,"Potatoes, fresh or chilled."
070110,- Seed
070190,- Other
0702,"Tomatoes, fresh or chilled."
070200,"Tomatoes, fresh or chilled."
0703,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled."
070310,- Onions and shallots
070320,- Garlic
070390,- Leeks and other alliaceous vegetables
0704,"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled."
070410,- Cauliflowers and headed broccoli
070420,- Brussels sprouts
070490,- Other
0705,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled."
070511,-- Cabbage lettuce (head lettuce)
070519,-- Other
070521,-- Witloof chicory (Cichorium intybus var. foliosum)
070529,-- Other
0706,"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, fresh or chilled."
070610,- Carrots and turnips
070690,- Other
0707,"Cucumbers and gherkins, fresh or chilled."
070700,"Cucumbers and gherkins, fresh or chilled."
0708,"Leguminous vegetables, shelled or unshelled, fresh or chilled."
070810,- Peas (Pisum sativum)
070820,"- Beans (Vigna spp., Phaseolus spp.)"
070890,- Other leguminous vegetables
0709,"Other vegetables, fresh or chilled."
070910,(-2006)  - Globe artichokes
070920,- Asparagus
070930,- Aubergines (egg-plants)
070940,- Celery other than celeriac
070951,-- Mushrooms of the genus Agaricus
070952,(-2006)  -- Truffles
070959,(2002-) -- Other
070960,- Fruits of the genus Capsicum or of the genus Pimenta
070970,"- Spinach, New Zealand spinach and orache spinach (garden spinach)"
070990,(-2011) - Other
070991,(2012-) -- Globe artichokes
070992,(2012-) -- Olives
070993,"(2012-) -- Pumpkins, squash and gourds (Cucurbita spp.)"
070999,(2012-) -- Other
0710,"Vegetables (uncooked or cooked by steaming or boiling in water), frozen."
071010,- Potatoes
071021,-- Peas (Pisum sativum)
071022,"-- Beans (Vigna spp., Phaseolus spp.)"
071029,-- Other
071030,"- Spinach, New Zealand spinach and orache spinach (garden spinach)"
071040,- Sweet corn
071080,- Other vegetables
071090,- Mixtures of vegetables
0711,"Vegetables provisionally preserved (for example, by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), but unsuitable in that state for immediate consumption."
071110,(-2001) - Onions
071120,- Olives
071130,(-2006)  - Capers
071140,- Cucumbers and gherkins
071151,(2002-) -- Mushrooms of the genus Agaricus
071159,(2002-) -- Other
071190,- Other vegetables; mixtures of vegetables
0712,"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared."
071210,(-1995) Potatoes whether or not cut or sliced but not further prepared
071220,- Onions
071230,(-2001) - Mushrooms and truffles
071231,(2002-) -- Mushrooms of the genus Agaricus
071232,(2002-) -- Wood ears (Auricularia spp.)
071233,(2002-) -- Jelly fungi (Tremella spp.)
071239,(2002-) -- Other
071290,- Other vegetables; mixtures of vegetables
0713,"Dried leguminous vegetables, shelled, whether or not skinned or split."
071310,- Peas (Pisum sativum)
071320,- Chickpeas (garbanzos)
071331,-- Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek
071332,-- Small red (Adzuki) beans (Phaseolus or Vigna angularis)
071333,"-- Kidney beans, including white pea beans (Phaseolus vulgaris)"
071334,(2012-) -- Bambara beans (Vigna subterranea or Voandzeia subterranea)
071335,(2012-) -- Cow peas (Vigna unguiculata)
071339,-- Other
071340,- Lentils
071350,"- Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor)"
071360,(2012-) - Pigeon peas (Cajanus cajan)
071390,- Other
0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith."
071410,- Manioc (cassava)
071420,- Sweet potatoes
071430,(2012-) - Yams (Dioscorea spp.)
071440,(2012-) - Taro (Colocasia spp.)
071450,(2012-) - Yautia (Xanthosoma spp.)
071490,- Other
08,EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MELONS
0801,"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled."
080110,(-1995) Coconuts
080111,(1996-) -- Desiccated
080112,(2012-) -- In the inner shell (endocarp)
080119,(1996-) -- Other
080120,(-1995) Brazil nuts
080121,(1996-) -- In shell
080122,(1996-) -- Shelled
080130,(-1995) Cashew nuts
080131,(1996-) -- In shell
080132,(1996-) -- Shelled
0802,"Other nuts, fresh or dried, whether or not shelled or peeled."
080211,-- In shell
080212,-- Shelled
080221,-- In shell
080222,-- Shelled
080231,-- In shell
080232,-- Shelled
080240,(-2011) - Chestnuts (Castanea spp.)
080241,(2012-) -- In shell
080242,(2012-) -- Shelled
080250,(-2011) - Pistachios
080251,(2012-) -- In shell
080252,(2012-) -- Shelled
080260,(2007-2011) - Macadamia nuts
080261,(2012-) -- In shell
080262,(2012-) -- Shelled
080270,(2012-) - Kola nuts (Cola spp.)
080280,(2012-) - Areca nuts
080290,- Other
0803,"Bananas, including plantains, fresh or dried."
080300,"(-2011) Bananas, including plantains, fresh or dried."
080310,(2012-) - Plantains
080390,(2012-) - Other
0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried."
080410,- Dates
080420,- Figs
080430,- Pineapples
080440,- Avocados
080450,"- Guavas, mangoes and mangosteens"
0805,"Citrus fruit, fresh or dried."
080510,- Oranges
080520,"- Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids"
080530,"(-2001) - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia)"
080540,"- Grapefruit, including pomelos"
080550,"(2002-) - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)"
080590,- Other
0806,"Grapes, fresh or dried."
080610,- Fresh
080620,- Dried
0807,"Melons (including watermelons) and papaws (papayas), fresh."
080710,(-1995) Melons (including watermelons)
080711,(1996-) -- Watermelons
080719,(1996-) -- Other
080720,- Papaws (papayas)
0808,"Apples, pears and quinces, fresh."
080810,- Apples
080820,(-2011) - Pears and quinces
080830,(2012-) - Pears
080840,(2012-) - Quinces
0809,"Apricots, cherries, peaches (including nectarines), plums and sloes, fresh."
080910,- Apricots
080920,(-2011) - Cherries
080921,(2012-) -- Sour cherries (Prunus cerasus)
080929,(2012-) -- Other
080930,"- Peaches, including nectarines"
080940,- Plums and sloes
0810,"Other fruit, fresh."
081010,- Strawberries
081020,"- Raspberries, blackberries, mulberries and loganberries"
081030,"(-2006, 2012-) - Black, white or red currants and gooseberries"
081040,"- Cranberries, bilberries and other fruits of the genus Vaccinium"
081050,(1996-) - Kiwifruit
081060,(2002-) - Durians
081070,(2012-) - Persimmons
081090,- Other
0811,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter."
081110,- Strawberries
081120,"- Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries"
081190,- Other
0812,"Fruit and nuts, provisionally preserved (for example, by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), but unsuitable in that state for immediate consumption."
081210,- Cherries
081220,(-2001) - Strawberries
081290,- Other
0813,"Fruit, dried, other than that of headings 08.01 to 08.06; mixtures of nuts or dried fruits of this Chapter."
081310,- Apricots
081320,- Prunes
081330,- Apples
081340,- Other fruit
081350,- Mixtures of nuts or dried fruits of this Chapter
0814,"Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions."
081400,"Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions."
09,"COFFEE, TEA, MATÉ AND SPICES"
0901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion."
090111,-- Not decaffeinated
090112,-- Decaffeinated
090121,-- Not decaffeinated
090122,-- Decaffeinated
090130,(-1995) Coffee husks and skins
090140,(-1995) Coffee substitutes containing coffee
090190,(1996-) - Other
0902,"Tea, whether or not flavoured."
090210,- Green tea (not fermented) in immediate packings of a content not exceeding 3 kg
090220,- Other green tea (not fermented)
090230,"- Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg"
090240,- Other black tea (fermented) and other partly fermented tea
0903,Maté.
090300,Maté.
0904,Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the genus Pimenta.
090411,-- Neither crushed nor ground
090412,-- Crushed or ground
090420,"(-2011) - Fruits of the genus Capsicum or of the genus Pimenta, dried or crushed or ground"
090421,"(2012-) -- Dried, neither crushed nor ground"
090422,(2012-) -- Crushed or ground
0905,Vanilla.
090500,(-2011) Vanilla.
090510,(2012-) - Neither crushed nor ground
090520,(2012-) - Crushed or ground
0906,Cinnamon and cinnamon-tree flowers.
090610,(-2006)  - Neither crushed nor ground
090611,(2007-) -- Cinnamon (Cinnamomum zeylanicum Blume)
090619,(2007-) -- Other
090620,- Crushed or ground
0907,"Cloves (whole fruit, cloves and stems)."
090700,"(-2011) Cloves (whole fruit, cloves and stems)."
090710,(2012-) - Neither crushed nor ground
090720,(2012-) - Crushed or ground
0908,"Nutmeg, mace and cardamoms."
090810,(-2011) - Nutmeg
090811,(2012-) -- Neither crushed nor ground
090812,(2012-) -- Crushed or ground
090820,(-2011) - Mace
090821,(2012-) -- Neither crushed nor ground
090822,(2012-) -- Crushed or ground
090830,(-2011) - Cardamoms
090831,(2012-) -- Neither crushed nor ground
090832,(2012-) -- Crushed or ground
0909,"Seeds of anise, badian, fennel, coriander, cumin or caraway; juniper berries."
090910,(-2011) - Seeds of anise or badian
090920,(-2011) - Seeds of coriander
090921,(2012-) -- Neither crushed nor ground
090922,(2012-) -- Crushed or ground
090930,(-2011) - Seeds of cumin
090931,(2012-) -- Neither crushed nor ground
090932,(2012-) -- Crushed or ground
090940,(-2011) - Seeds of caraway
090950,(-2011) - Seeds of fennel; juniper berries
090961,(2012-) -- Neither crushed nor ground
090962,(2012-) -- Crushed or ground
0910,"Ginger, saffron, turmeric (curcuma), thyme, bay leaves, curry and other spices."
091010,(-2011) - Ginger
091011,(2012-) -- Neither crushed nor ground
091012,(2012-) -- Crushed or ground
091020,- Saffron
091030,- Turmeric (curcuma)
091040,(-2006)  - Thyme; bay leaves
091050,(-2006)  - Curry
091091,-- Mixtures referred to in Note 1 (b) to this Chapter
091099,-- Other
10,CEREALS
1001,Wheat and meslin.
100110,(-2011) - Durum wheat
100111,(2012-) -- Seed
100119,(2012-) -- Other
100190,(-2011) - Other
100191,(2012-) -- Seed
100199,(2012-) -- Other
1002,Rye.
100200,(-2011) Rye.
100210,(2012-) - Seed
100290,(2012-) - Other
1003,Barley.
100300,(-2011) Barley.
100310,(2012-) - Seed
100390,(2012-) - Other
1004,Oats.
100400,(-2011) Oats.
100410,(2012-) - Seed
100490,(2012-) - Other
1005,Maize (corn).
100510,- Seed
100590,- Other
1006,Rice.
100610,- Rice in the husk (paddy or rough)
100620,- Husked (brown) rice
100630,"- Semi-milled or wholly milled rice, whether or not polished or glazed"
100640,- Broken rice
1007,Grain sorghum.
100700,(-2011) Grain sorghum.
100710,(2012-) - Seed
100790,(2012-) - Other
1008,"Buckwheat, millet and canary seeds; other cereals."
100810,- Buckwheat
100820,(-2011) - Millet
100821,(2012-) -- Seed
100829,(2012-) -- Other
100830,- Canary seeds
100840,(2012-) - Fonio (Digitaria spp.)
100850,(2012-) - Quinoa (Chenopodium quinoa)
100860,(2012-) - Triticale
100890,- Other cereals
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN
1101,Wheat or meslin flour.
110100,Wheat or meslin flour.
1102,Cereal flours other than of wheat or meslin.
110210,(-2011) - Rye flour
110220,- Maize (corn) flour
110230,(-2006)  - Rice flour
110290,- Other
1103,"Cereal groats, meal and pellets."
110311,-- Of wheat
110312,(-2001) - - Of oats
110313,-- Of maize (corn)
110314,(-2001) - - Of rice
110319,-- Of other cereals
110320,(2002-) - Pellets
110321,(-2001) - - Of wheat
110329,(-2001) - - Of other cereals
1104,"Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 10.06; germ of cereals, whole, rolled, flaked or ground."
110411,(-2001) - - Of barley
110412,-- Of oats
110419,-- Of other cereals
110421,(-2001) - - Of barley
110422,-- Of oats
110423,-- Of maize (corn)
110429,-- Of other cereals
110430,"- Germ of cereals, whole, rolled, flaked or ground"
1105,"Flour, meal, powder, flakes, granules and pellets of potatoes."
110510,"- Flour, meal and powder"
110520,"- Flakes, granules and pellets"
1106,"Flour, meal and powder of the dried leguminous vegetables of heading 07.13, of sago or of roots or tubers of heading 07.14 or of the products of Chapter 8."
110610,- Of the dried leguminous vegetables of heading 07.13
110620,- Of sago or of roots or tubers of heading 07.14
110630,- Of the products of Chapter 8
1107,"Malt, whether or not roasted."
110710,- Not roasted
110720,- Roasted
1108,Starches; inulin.
110811,-- Wheat starch
110812,-- Maize (corn) starch
110813,-- Potato starch
110814,-- Manioc (cassava) starch
110819,-- Other starches
110820,- Inulin
1109,"Wheat gluten, whether or not dried."
110900,"Wheat gluten, whether or not dried."
